Genome_Name,TaxonID
Mycobacterium tuberculosis strain 02-R0149,1773
Mycobacterium tuberculosis strain 02-R0993,1773
Mycobacterium tuberculosis strain 02-R0142,1773
Mycobacterium tuberculosis strain 02-R0099,1773
Mycobacterium tuberculosis strain 300879,1773
Mycobacterium tuberculosis strain 01-R1568,1773
Mycobacterium tuberculosis strain 02-R0028,1773
Mycobacterium tuberculosis strain 01-R0897,1773
Mycobacterium tuberculosis strain 01-R1528,1773
Mycobacterium tuberculosis strain 02-R0870,1773
Mycobacterium tuberculosis strain 02-R0115,1773
Mycobacterium tuberculosis strain 02-R0855,1773
Mycobacterium tuberculosis strain 02-R0383,1773
Mycobacterium tuberculosis strain 01-R1446,1773
Mycobacterium tuberculosis strain 02-R1665,1773
Mycobacterium tuberculosis strain 301725,1773
Mycobacterium tuberculosis strain 02-R0281,1773
Mycobacterium tuberculosis strain 01-R1630,1773
Mycobacterium tuberculosis strain 01-R1620,1773
Mycobacterium tuberculosis strain 01-R1622,1773
Mycobacterium tuberculosis strain 02-R1625,1773
Mycobacterium tuberculosis strain 02-R1672,1773
Mycobacterium tuberculosis strain 03-R0240,1773
Mycobacterium tuberculosis strain 02-R0990,1773
Mycobacterium tuberculosis strain 01-R0774,1773
Mycobacterium tuberculosis strain 01-R1401,1773
Mycobacterium tuberculosis strain 200353,1773
Mycobacterium tuberculosis strain 02-R1686,1773
Mycobacterium tuberculosis strain 02-R0850,1773
Mycobacterium tuberculosis strain 01-R1139,1773
Mycobacterium tuberculosis strain 02-R1044,1773
Mycobacterium tuberculosis strain 02-R1947,1773
Mycobacterium tuberculosis strain 01-R1238,1773
Mycobacterium tuberculosis strain 01-R1404,1773
Mycobacterium tuberculosis strain 02-R1683,1773
Mycobacterium tuberculosis strain 01-R1386,1773
Mycobacterium tuberculosis strain 01-R1649,1773
Mycobacterium tuberculosis strain D00700688,1773
Mycobacterium tuberculosis strain 01-R1533,1773
Mycobacterium tuberculosis strain 01-R1614,1773
Mycobacterium tuberculosis strain 01-R1544,1773
Mycobacterium tuberculosis strain 01-R1599,1773
Mycobacterium tuberculosis strain 03-R0947,1773
Mycobacterium tuberculosis strain 02-R0991,1773
Mycobacterium tuberculosis strain 01-R1504,1773
Mycobacterium tuberculosis strain 02-R0119,1773
Mycobacterium tuberculosis strain 02-R0829,1773
Mycobacterium tuberculosis strain 02-R0364,1773
Mycobacterium tuberculosis strain 401391,1773
Mycobacterium tuberculosis strain 02-R0188,1773
Mycobacterium tuberculosis strain 02-R0856,1773
Mycobacterium tuberculosis strain 02-R0819,1773
Mycobacterium tuberculosis strain 02-R1825,1773
Mycobacterium tuberculosis strain 02-R0986,1773
Mycobacterium tuberculosis strain 02-R0931,1773
Mycobacterium tuberculosis strain 02-R0356,1773
Mycobacterium tuberculosis strain 02-R0328,1773
Mycobacterium tuberculosis strain 02-R0385,1773
Mycobacterium tuberculosis strain 02-R0095,1773
Mycobacterium tuberculosis strain A70762,1773
Mycobacterium tuberculosis strain 02-R1063,1773
Mycobacterium tuberculosis strain 01-R1453,1773
Mycobacterium tuberculosis strain 02-R1589,1773
Mycobacterium tuberculosis strain 03-R0879,1773
Mycobacterium tuberculosis strain 02-R0846,1773
Mycobacterium tuberculosis strain 03-R0319,1773
Mycobacterium tuberculosis strain 02-R1092,1773
Mycobacterium tuberculosis strain 02-R0857,1773
Mycobacterium tuberculosis strain 02-R1593,1773
Mycobacterium tuberculosis strain 02-R0861,1773
Mycobacterium tuberculosis strain 400285,1773
Mycobacterium tuberculosis strain 02-R1953,1773
Mycobacterium tuberculosis strain 03-R1082,1773
Mycobacterium tuberculosis strain 02-R1636,1773
Mycobacterium tuberculosis strain 02-R0138,1773
Mycobacterium tuberculosis strain 02-R1454,1773
Mycobacterium tuberculosis strain 02-R1615,1773
Mycobacterium tuberculosis strain 02-R0369,1773
Mycobacterium tuberculosis strain 04-R0746,1773
Mycobacterium tuberculosis strain 02-R1818,1773
Mycobacterium tuberculosis strain 04-R0264,1773
Mycobacterium tuberculosis strain 02-R0766,1773
Mycobacterium tuberculosis strain 02-R0981,1773
Mycobacterium tuberculosis strain 03-R0221,1773
Mycobacterium tuberculosis strain 02-R1152,1773
Mycobacterium tuberculosis strain 02-R1154,1773
Mycobacterium tuberculosis strain 03-R1625,1773
Mycobacterium tuberculosis strain 02-R0477,1773
Mycobacterium tuberculosis strain 02-R1955,1773
Mycobacterium tuberculosis strain 01-R1196,1773
Mycobacterium tuberculosis strain 02-R0816,1773
Mycobacterium tuberculosis strain 03-R0278,1773
Mycobacterium tuberculosis strain 02-R0987,1773
Mycobacterium tuberculosis strain 02-R0244,1773
Mycobacterium tuberculosis strain 99-R962,1773
Mycobacterium tuberculosis strain 02-R1698,1773
Mycobacterium tuberculosis strain 02-R1669,1773
Mycobacterium tuberculosis strain 02-R0804,1773
Mycobacterium tuberculosis strain 03-R0131,1773
Mycobacterium tuberculosis strain 02-R1676,1773
Mycobacterium tuberculosis strain 04-R0275,1773
Mycobacterium tuberculosis strain 300234,1773
Mycobacterium tuberculosis strain 02-R1131,1773
Mycobacterium tuberculosis strain 99-R665,1773
Mycobacterium tuberculosis strain 02-R1864,1773
Mycobacterium tuberculosis strain 01-R0956,1773
Mycobacterium tuberculosis strain 01-R1428,1773
Mycobacterium tuberculosis strain 99-R0902,1773
Mycobacterium tuberculosis strain 02-R1933,1773
Mycobacterium tuberculosis strain 02-R1943,1773
Mycobacterium tuberculosis strain 02-R1592,1773
Mycobacterium tuberculosis strain 97-14075,1773
Mycobacterium tuberculosis strain 402538,1773
Mycobacterium tuberculosis strain 97-20962,1773
Mycobacterium tuberculosis strain 02-R1862,1773
Mycobacterium tuberculosis strain 98-10534,1773
Mycobacterium tuberculosis strain 98-R450,1773
Mycobacterium tuberculosis strain 98-R454,1773
Mycobacterium tuberculosis strain 99-R896,1773
Mycobacterium tuberculosis strain 98-R133,1773
Mycobacterium tuberculosis strain 99-R322,1773
Mycobacterium tuberculosis strain 99-10364,1773
Mycobacterium tuberculosis strain 98-R188,1773
Mycobacterium tuberculosis strain 301092,1773
Mycobacterium tuberculosis strain 98-R782,1773
Mycobacterium tuberculosis strain 98-R570,1773
Mycobacterium tuberculosis strain 98-19063,1773
Mycobacterium tuberculosis strain 98-R841,1773
Mycobacterium tuberculosis strain 99-R076,1773
Mycobacterium tuberculosis strain 98-R751,1773
Mycobacterium tuberculosis strain 98-R790,1773
Mycobacterium tuberculosis strain 99-R537,1773
Mycobacterium tuberculosis strain 01-R1022,1773
Mycobacterium tuberculosis strain 01-R0685,1773
Mycobacterium tuberculosis strain 201035,1773
Mycobacterium tuberculosis strain 01-R0165,1773
Mycobacterium tuberculosis strain 01-R0907,1773
Mycobacterium tuberculosis strain I0001464-2,1773
Mycobacterium tuberculosis strain 01-R0244,1773
Mycobacterium tuberculosis strain 00-R0023,1773
Mycobacterium tuberculosis strain 01-R0612,1773
Mycobacterium tuberculosis strain I0000968-3,1773
Mycobacterium tuberculosis strain I0001460-0,1773
Mycobacterium tuberculosis strain I0000888-3,1773
Mycobacterium tuberculosis strain A70088,1773
Mycobacterium tuberculosis strain I0002918-6,1773
Mycobacterium tuberculosis strain I0004220-5,1773
Mycobacterium tuberculosis strain I0003905-2,1773
Mycobacterium tuberculosis strain I0005431-7,1773
Mycobacterium tuberculosis strain I0004244-5,1773
Mycobacterium tuberculosis strain TB282,1773
Mycobacterium tuberculosis strain TB284,1773
Mycobacterium tuberculosis strain 401212,1773
Mycobacterium tuberculosis strain 01-R1309,1773
Mycobacterium tuberculosis strain 01-R1141,1773
Mycobacterium tuberculosis strain 02-R1447,1773
Mycobacterium tuberculosis strain I0004241-1,1773
Mycobacterium tuberculosis strain M0018684-2,1773
Mycobacterium tuberculosis strain I0004000-1,1773
Mycobacterium tuberculosis strain I0002801-4,1773
Mycobacterium tuberculosis strain I0002353-6,1773
Mycobacterium tuberculosis strain M0002959-6,1773
Mycobacterium tuberculosis strain DK9897,1773
Mycobacterium tuberculosis strain 400491,1773
Mycobacterium tuberculosis strain 301310,1773
Mycobacterium tuberculosis strain A70067_1,1773
Mycobacterium tuberculosis strain 200105,1773
Mycobacterium tuberculosis strain A70661,1773
Mycobacterium tuberculosis strain O09700920,1773
Mycobacterium tuberculosis strain A70280,1773
Mycobacterium tuberculosis strain I0004851-7,1773
Mycobacterium tuberculosis strain 401243,1773
Mycobacterium tuberculosis strain I0002450-0,1773
Mycobacterium tuberculosis strain M0022899-0,1773
Mycobacterium tuberculosis strain I0005691-6,1773
Mycobacterium tuberculosis strain I0004826-9,1773
Mycobacterium tuberculosis strain I0003715-5,1773
Mycobacterium tuberculosis strain I0004722-0,1773
Mycobacterium tuberculosis strain I0004290-8,1773
Mycobacterium tuberculosis strain I0000686-1,1773
Mycobacterium tuberculosis strain I0005227-9,1773
Mycobacterium tuberculosis strain I0001085-5,1773
Mycobacterium tuberculosis strain I09601853,1773
Mycobacterium tuberculosis strain I0000003-9,1773
Mycobacterium tuberculosis strain I0003603-3,1773
Mycobacterium tuberculosis strain I0000236-5,1773
Mycobacterium tuberculosis strain I0003525-8,1773
Mycobacterium tuberculosis strain I0004913-5,1773
Mycobacterium tuberculosis strain I0005324-4,1773
Mycobacterium tuberculosis strain I0000296-9,1773
Mycobacterium tuberculosis strain I0000846-1,1773
Mycobacterium tuberculosis strain I0001355-2,1773
Mycobacterium tuberculosis strain I0001323-0,1773
Mycobacterium tuberculosis strain 201404,1773
Mycobacterium tuberculosis strain I0002256-1,1773
Mycobacterium tuberculosis strain M0008507-7,1773
Mycobacterium tuberculosis strain I0001560-7,1773
Mycobacterium tuberculosis strain I0001284-4,1773
Mycobacterium tuberculosis strain I0001650-6,1773
Mycobacterium tuberculosis strain I0000492-4,1773
Mycobacterium tuberculosis strain I0002848-5,1773
Mycobacterium tuberculosis strain I0000437-9,1773
Mycobacterium tuberculosis strain I0000808-1,1773
Mycobacterium tuberculosis strain I0000353-8,1773
Mycobacterium tuberculosis strain A70011_3,1773
Mycobacterium tuberculosis strain I0001494-9,1773
Mycobacterium tuberculosis strain I0001296-8,1773
Mycobacterium tuberculosis strain C0013172-3,1773
Mycobacterium tuberculosis strain I0001631-6,1773
Mycobacterium tuberculosis strain I0001425-3,1773
Mycobacterium tuberculosis strain I0003165-3,1773
Mycobacterium tuberculosis strain I0001498-0,1773
Mycobacterium tuberculosis strain I0000205-0,1773
Mycobacterium tuberculosis strain I0003466-5,1773
Mycobacterium tuberculosis strain I0001646-4,1773
Mycobacterium tuberculosis strain O09801359,1773
Mycobacterium tuberculosis strain I0004304-7,1773
Mycobacterium tuberculosis strain I0001162-2,1773
Mycobacterium tuberculosis strain I0000187-0,1773
Mycobacterium tuberculosis strain I0000039-3,1773
Mycobacterium tuberculosis strain I0005268-3,1773
Mycobacterium tuberculosis strain I0005874-8,1773
Mycobacterium tuberculosis strain I0005973-8,1773
Mycobacterium tuberculosis strain I0003015-0,1773
Mycobacterium tuberculosis strain I0001127-5,1773
Mycobacterium tuberculosis strain I0004744-4,1773
Mycobacterium tuberculosis strain 402106,1773
Mycobacterium tuberculosis strain I0000845-3,1773
Mycobacterium tuberculosis strain I0002107-6,1773
Mycobacterium tuberculosis strain I0005535-5,1773
Mycobacterium tuberculosis strain I0002793-3,1773
Mycobacterium tuberculosis strain I0005814-4,1773
Mycobacterium tuberculosis strain O09501089,1773
Mycobacterium tuberculosis strain 400541,1773
Mycobacterium tuberculosis strain M0002604-8,1773
Mycobacterium tuberculosis strain I0001247-1,1773
Mycobacterium tuberculosis strain I0000774-5,1773
Mycobacterium tuberculosis strain I0000841-2,1773
Mycobacterium tuberculosis strain I0000466-8,1773
Mycobacterium tuberculosis strain I0000946-9,1773
Mycobacterium tuberculosis strain M0003226-9,1773
Mycobacterium tuberculosis strain I0001196-0,1773
Mycobacterium tuberculosis strain B00801080,1773
Mycobacterium tuberculosis strain I0001325-5,1773
Mycobacterium tuberculosis strain I0001475-8,1773
Mycobacterium tuberculosis strain M0003941-3,1773
Mycobacterium tuberculosis strain I0001330-5,1773
Mycobacterium tuberculosis strain I0001331-3,1773
Mycobacterium tuberculosis strain I0001509-4,1773
Mycobacterium tuberculosis strain I0001539-1,1773
Mycobacterium tuberculosis strain I0001939-3,1773
Mycobacterium tuberculosis strain I0000221-7,1773
Mycobacterium tuberculosis strain I0001107-7,1773
Mycobacterium tuberculosis strain D00501624,1773
Mycobacterium tuberculosis strain I0001620-9,1773
Mycobacterium tuberculosis strain I0001583-9,1773
Mycobacterium tuberculosis strain I0001929-4,1773
Mycobacterium tuberculosis strain I0001402-2,1773
Mycobacterium tuberculosis strain I0002335-3,1773
Mycobacterium tuberculosis strain I0002435-1,1773
Mycobacterium tuberculosis strain I0001672-0,1773
Mycobacterium tuberculosis strain I0003147-1,1773
Mycobacterium tuberculosis strain M0007097-0,1773
Mycobacterium tuberculosis strain I0002288-4,1773
Mycobacterium tuberculosis strain 1700745,1773
Mycobacterium tuberculosis strain I0002627-3,1773
Mycobacterium tuberculosis strain I0002943-4,1773
Mycobacterium tuberculosis strain I0002631-5,1773
Mycobacterium tuberculosis strain I0002609-1,1773
Mycobacterium tuberculosis strain I0002973-1,1773
Mycobacterium tuberculosis strain I0003405-3,1773
Mycobacterium tuberculosis strain M0013793-6,1773
Mycobacterium tuberculosis strain M0014035-1,1773
Mycobacterium tuberculosis strain I0004144-7,1773
Mycobacterium tuberculosis strain 401063,1773
Mycobacterium tuberculosis strain I0004269-2,1773
Mycobacterium tuberculosis strain I0002932-7,1773
Mycobacterium tuberculosis strain I0004243-7,1773
Mycobacterium tuberculosis strain I0004311-2,1773
Mycobacterium tuberculosis strain I0003964-9,1773
Mycobacterium tuberculosis strain M0017764-3,1773
Mycobacterium tuberculosis strain I0003719-7,1773
Mycobacterium tuberculosis strain C0011909-0,1773
Mycobacterium tuberculosis strain I0004228-8,1773
Mycobacterium tuberculosis strain 1500283,1773
Mycobacterium tuberculosis strain I0003192-7,1773
Mycobacterium tuberculosis strain I0003889-8,1773
Mycobacterium tuberculosis strain I0004625-5,1773
Mycobacterium tuberculosis strain M0020319-1,1773
Mycobacterium tuberculosis strain I0005247-7,1773
Mycobacterium tuberculosis strain I0004783-2,1773
Mycobacterium tuberculosis strain C0014233-2,1773
Mycobacterium tuberculosis strain B09601926,1773
Mycobacterium tuberculosis strain I0005720-3,1773
Mycobacterium tuberculosis strain I0005728-6,1773
Mycobacterium tuberculosis strain I0003252-9,1773
Mycobacterium tuberculosis strain C0012000-7,1773
Mycobacterium tuberculosis strain I0000758-8,1773
Mycobacterium tuberculosis strain M0005365-3,1773
Mycobacterium tuberculosis strain I0001711-6,1773
Mycobacterium tuberculosis strain I0002138-1,1773
Mycobacterium tuberculosis strain I0001886-6,1773
Mycobacterium tuberculosis strain S00600351,1773
Mycobacterium tuberculosis strain M0007529-2,1773
Mycobacterium tuberculosis strain I0001905-4,1773
Mycobacterium tuberculosis strain I0002794-1,1773
Mycobacterium tuberculosis strain M0009405-3,1773
Mycobacterium tuberculosis strain I0002711-5,1773
Mycobacterium tuberculosis strain I0001443-6,1773
Mycobacterium tuberculosis strain I0003417-8,1773
Mycobacterium tuberculosis strain I0003246-1,1773
Mycobacterium tuberculosis strain I0002891-5,1773
Mycobacterium tuberculosis strain M0013559-1,1773
Mycobacterium tuberculosis strain A00500149,1773
Mycobacterium tuberculosis strain I0003474-9,1773
Mycobacterium tuberculosis strain I0004247-8,1773
Mycobacterium tuberculosis strain C0010357-3,1773
Mycobacterium tuberculosis strain I0003933-4,1773
Mycobacterium tuberculosis strain I0004216-3,1773
Mycobacterium tuberculosis strain I0003844-3,1773
Mycobacterium tuberculosis strain I0003780-9,1773
Mycobacterium tuberculosis strain M0017218-0,1773
Mycobacterium tuberculosis strain I0004478-9,1773
Mycobacterium tuberculosis strain I0004050-6,1773
Mycobacterium tuberculosis strain 1700284,1773
Mycobacterium tuberculosis strain I0004083-7,1773
Mycobacterium tuberculosis strain I0004426-8,1773
Mycobacterium tuberculosis strain M0018715-4,1773
Mycobacterium tuberculosis strain M0018310-4,1773
Mycobacterium tuberculosis strain M0018174-4,1773
Mycobacterium tuberculosis strain I0004553-9,1773
Mycobacterium tuberculosis strain I0003711-4,1773
Mycobacterium tuberculosis strain I0003367-5,1773
Mycobacterium tuberculosis strain I0005346-7,1773
Mycobacterium tuberculosis strain I0004903-6,1773
Mycobacterium tuberculosis strain A70763_1,1773
Mycobacterium tuberculosis strain I0004564-6,1773
Mycobacterium tuberculosis strain I0004768-3,1773
Mycobacterium tuberculosis strain I0005404-4,1773
Mycobacterium tuberculosis strain I0005730-2,1773
Mycobacterium tuberculosis strain I0005700-5,1773
Mycobacterium tuberculosis strain I0005434-1,1773
Mycobacterium tuberculosis strain M0025135-6,1773
Mycobacterium tuberculosis strain C0012430-6,1773
Mycobacterium tuberculosis strain I0003126-5,1773
Mycobacterium tuberculosis strain I0001224-0,1773
Mycobacterium tuberculosis strain 402248,1773
Mycobacterium tuberculosis strain I0000596-2,1773
Mycobacterium tuberculosis strain I0001410-5,1773
Mycobacterium tuberculosis strain I0002394-0,1773
Mycobacterium tuberculosis strain I0002176-1,1773
Mycobacterium tuberculosis strain I0002664-6,1773
Mycobacterium tuberculosis strain I0002837-8,1773
Mycobacterium tuberculosis strain I0002687-7,1773
Mycobacterium tuberculosis strain I0003277-6,1773
Mycobacterium tuberculosis strain I0003569-6,1773
Mycobacterium tuberculosis strain I0002560-6,1773
Mycobacterium tuberculosis strain 302642,1773
Mycobacterium tuberculosis strain I0002904-6,1773
Mycobacterium tuberculosis strain I0003297-4,1773
Mycobacterium tuberculosis strain I0000522-8,1773
Mycobacterium tuberculosis strain M0013712-6,1773
Mycobacterium tuberculosis strain I0002991-3,1773
Mycobacterium tuberculosis strain I0002881-6,1773
Mycobacterium tuberculosis strain I0004237-9,1773
Mycobacterium tuberculosis strain I0003083-8,1773
Mycobacterium tuberculosis strain M0016693-5,1773
Mycobacterium tuberculosis strain M0016824-6,1773
Mycobacterium tuberculosis strain J09400698,1773
Mycobacterium tuberculosis strain M0017196-8,1773
Mycobacterium tuberculosis strain I0004300-5,1773
Mycobacterium tuberculosis strain I0003622-3,1773
Mycobacterium tuberculosis strain I0003998-7,1773
Mycobacterium tuberculosis strain I0004277-5,1773
Mycobacterium tuberculosis strain I0004266-8,1773
Mycobacterium tuberculosis strain I0004265-0,1773
Mycobacterium tuberculosis strain I0003338-6,1773
Mycobacterium tuberculosis strain I0003826-0,1773
Mycobacterium tuberculosis strain I0004527-3,1773
Mycobacterium tuberculosis strain 301747,1773
Mycobacterium tuberculosis strain I0003112-5,1773
Mycobacterium tuberculosis strain I0003206-5,1773
Mycobacterium tuberculosis strain I0004154-6,1773
Mycobacterium tuberculosis strain I0003329-5,1773
Mycobacterium tuberculosis strain I0005328-5,1773
Mycobacterium tuberculosis strain I0005422-6,1773
Mycobacterium tuberculosis strain I0004385-6,1773
Mycobacterium tuberculosis strain I0004727-9,1773
Mycobacterium tuberculosis strain C0010613-9,1773
Mycobacterium tuberculosis strain I0004748-5,1773
Mycobacterium tuberculosis strain J09402203,1773
Mycobacterium tuberculosis strain M0025221-4,1773
Mycobacterium tuberculosis strain I0005510-8,1773
Mycobacterium tuberculosis strain I0005796-3,1773
Mycobacterium tuberculosis strain M0025667-8,1773
Mycobacterium tuberculosis strain C0000689-1,1773
Mycobacterium tuberculosis strain I0001192-9,1773
Mycobacterium tuberculosis strain M0018035-7,1773
Mycobacterium tuberculosis strain 2926STDY5723489,1773
Mycobacterium tuberculosis strain 2926STDY5723485,1773
Mycobacterium tuberculosis strain 2926STDY5723530,1773
Mycobacterium tuberculosis strain 46-5069,1773
Mycobacterium tuberculosis strain 2926STDY5723494,1773
Mycobacterium tuberculosis strain 2926STDY5723454,1773
Mycobacterium tuberculosis strain 2926STDY5723456,1773
Mycobacterium tuberculosis strain 2926STDY5723475,1773
Mycobacterium tuberculosis strain 2926STDY5723535,1773
Mycobacterium tuberculosis strain 2926STDY5723522,1773
Mycobacterium tuberculosis strain 2926STDY5723473,1773
Mycobacterium tuberculosis strain 2926STDY5723527,1773
Mycobacterium tuberculosis strain 2926STDY5723528,1773
Mycobacterium tuberculosis strain 2926STDY5723422,1773
Mycobacterium tuberculosis strain CSF3053,1773
Mycobacterium tuberculosis strain 2926STDY5723460,1773
Mycobacterium tuberculosis strain 2926STDY5723511,1773
Mycobacterium tuberculosis strain 2926STDY5723541,1773
Mycobacterium tuberculosis strain 2926STDY5723436,1773
Mycobacterium tuberculosis strain 2926STDY5723458,1773
Mycobacterium tuberculosis strain 2926STDY5723526,1773
Mycobacterium tuberculosis strain 2926STDY5723512,1773
Mycobacterium tuberculosis strain 2926STDY5723508,1773
Mycobacterium tuberculosis strain 2926STDY5723453,1773
Mycobacterium tuberculosis strain 2926STDY5723545,1773
Mycobacterium tuberculosis strain 43-13838,1773
Mycobacterium tuberculosis strain 2926STDY5723433,1773
Mycobacterium tuberculosis strain 2926STDY5723480,1773
Mycobacterium tuberculosis strain 2926STDY5723520,1773
Mycobacterium tuberculosis strain 2926STDY5723519,1773
Mycobacterium tuberculosis strain 2926STDY5723478,1773
Mycobacterium tuberculosis strain 2926STDY5723536,1773
Mycobacterium tuberculosis strain 2926STDY5723431,1773
Mycobacterium tuberculosis strain 2926STDY5723549,1773
Mycobacterium tuberculosis strain P00401210,1773
Mycobacterium tuberculosis strain 2926STDY5723521,1773
Mycobacterium tuberculosis strain 2926STDY5723548,1773
Mycobacterium tuberculosis strain 2926STDY5723546,1773
Mycobacterium tuberculosis strain 2926STDY5723547,1773
Mycobacterium tuberculosis strain 2926STDY5723518,1773
Mycobacterium tuberculosis strain 2926STDY5723426,1773
Mycobacterium tuberculosis strain 2926STDY5723450,1773
Mycobacterium tuberculosis strain 2926STDY5723461,1773
Mycobacterium tuberculosis strain 2926STDY5723476,1773
Mycobacterium tuberculosis strain 2926STDY5723532,1773
Mycobacterium tuberculosis strain N00200616,1773
Mycobacterium tuberculosis strain 2926STDY5723529,1773
Mycobacterium tuberculosis strain 2926STDY5723550,1773
Mycobacterium tuberculosis strain 2926STDY5723554,1773
Mycobacterium tuberculosis strain 2926STDY5723563,1773
Mycobacterium tuberculosis strain 2926STDY5723557,1773
Mycobacterium tuberculosis strain 2926STDY5723564,1773
Mycobacterium tuberculosis strain 2926STDY5723570,1773
Mycobacterium tuberculosis strain 2926STDY5723571,1773
Mycobacterium tuberculosis strain 2926STDY5723568,1773
Mycobacterium tuberculosis strain 2926STDY5723438,1773
Mycobacterium tuberculosis strain N00500166,1773
Mycobacterium tuberculosis strain 2926STDY5723574,1773
Mycobacterium tuberculosis strain 2926STDY5723575,1773
Mycobacterium tuberculosis strain 2926STDY5723578,1773
Mycobacterium tuberculosis strain 2926STDY5723584,1773
Mycobacterium tuberculosis strain 2926STDY5723585,1773
Mycobacterium tuberculosis strain 2926STDY5723592,1773
Mycobacterium tuberculosis strain 2926STDY5723587,1773
Mycobacterium tuberculosis strain 2926STDY5723589,1773
Mycobacterium tuberculosis strain 2926STDY5723439,1773
Mycobacterium tuberculosis strain 2926STDY5723595,1773
Mycobacterium tuberculosis strain R09500614,1773
Mycobacterium tuberculosis strain 2926STDY5723597,1773
Mycobacterium tuberculosis strain 2926STDY5723600,1773
Mycobacterium tuberculosis strain 2926STDY5723594,1773
Mycobacterium tuberculosis strain 2926STDY5723596,1773
Mycobacterium tuberculosis strain 2926STDY5723593,1773
Mycobacterium tuberculosis strain 2926STDY5723602,1773
Mycobacterium tuberculosis strain 2926STDY5723603,1773
Mycobacterium tuberculosis strain 2926STDY5723605,1773
Mycobacterium tuberculosis strain 2926STDY5723604,1773
Mycobacterium tuberculosis strain 2926STDY5723607,1773
Mycobacterium tuberculosis strain M09500081,1773
Mycobacterium tuberculosis strain 2926STDY5723440,1773
Mycobacterium tuberculosis strain 2926STDY5723608,1773
Mycobacterium tuberculosis strain 2926STDY5723609,1773
Mycobacterium tuberculosis strain 2926STDY5723610,1773
Mycobacterium tuberculosis strain 2926STDY5723611,1773
Mycobacterium tuberculosis strain 2926STDY5723612,1773
Mycobacterium tuberculosis strain 2926STDY5723614,1773
Mycobacterium tuberculosis strain 2926STDY5723615,1773
Mycobacterium tuberculosis strain 2926STDY5723617,1773
Mycobacterium tuberculosis strain 2926STDY5723618,1773
Mycobacterium tuberculosis strain N09901607,1773
Mycobacterium tuberculosis strain 2926STDY5723619,1773
Mycobacterium tuberculosis strain 2926STDY5723449,1773
Mycobacterium tuberculosis strain 2926STDY5723622,1773
Mycobacterium tuberculosis strain 2926STDY5723620,1773
Mycobacterium tuberculosis strain 2926STDY5723623,1773
Mycobacterium tuberculosis strain 2926STDY5723624,1773
Mycobacterium tuberculosis strain 2926STDY5723625,1773
Mycobacterium tuberculosis strain 2926STDY5723626,1773
Mycobacterium tuberculosis strain 2926STDY5723827,1773
Mycobacterium tuberculosis strain 2926STDY5723870,1773
Mycobacterium tuberculosis strain T09901127,1773
Mycobacterium tuberculosis strain 2926STDY5723871,1773
Mycobacterium tuberculosis strain 2926STDY5723875,1773
Mycobacterium tuberculosis strain 2926STDY5723872,1773
Mycobacterium tuberculosis strain 2926STDY5723878,1773
Mycobacterium tuberculosis strain 2926STDY5723877,1773
Mycobacterium tuberculosis strain 2926STDY5723880,1773
Mycobacterium tuberculosis strain 2926STDY5723881,1773
Mycobacterium tuberculosis strain 2926STDY5723886,1773
Mycobacterium tuberculosis strain 2926STDY5723828,1773
Mycobacterium tuberculosis strain 2926STDY5723887,1773
Mycobacterium tuberculosis strain J09701231,1773
Mycobacterium tuberculosis strain 2926STDY5723889,1773
Mycobacterium tuberculosis strain 2926STDY5723890,1773
Mycobacterium tuberculosis strain 2926STDY5723891,1773
Mycobacterium tuberculosis strain 2926STDY5723892,1773
Mycobacterium tuberculosis strain 2926STDY5723897,1773
Mycobacterium tuberculosis strain 2926STDY5723424,1773
Mycobacterium tuberculosis strain 2926STDY5723423,1773
Mycobacterium tuberculosis strain 2926STDY5723899,1773
Mycobacterium tuberculosis strain 2926STDY5723834,1773
Mycobacterium tuberculosis strain 2926STDY5723425,1773
Mycobacterium tuberculosis strain Q09600750,1773
Mycobacterium tuberculosis strain 2926STDY5723427,1773
Mycobacterium tuberculosis strain 2926STDY5723428,1773
Mycobacterium tuberculosis strain 2926STDY5723430,1773
Mycobacterium tuberculosis strain 2926STDY5723432,1773
Mycobacterium tuberculosis strain 2926STDY5723434,1773
Mycobacterium tuberculosis strain 2926STDY5723435,1773
Mycobacterium tuberculosis strain 2926STDY5723437,1773
Mycobacterium tuberculosis strain 2926STDY5723839,1773
Mycobacterium tuberculosis strain 2926STDY5723441,1773
Mycobacterium tuberculosis strain O00401640,1773
Mycobacterium tuberculosis strain 2926STDY5723442,1773
Mycobacterium tuberculosis strain 2926STDY5723443,1773
Mycobacterium tuberculosis strain 2926STDY5723444,1773
Mycobacterium tuberculosis strain 2926STDY5723445,1773
Mycobacterium tuberculosis strain 2926STDY5723446,1773
Mycobacterium tuberculosis strain 2926STDY5723448,1773
Mycobacterium tuberculosis strain 2926STDY5723451,1773
Mycobacterium tuberculosis strain 2926STDY5723452,1773
Mycobacterium tuberculosis strain 2926STDY5723457,1773
Mycobacterium tuberculosis strain 2926STDY5723842,1773
Mycobacterium tuberculosis strain J09500392,1773
Mycobacterium tuberculosis strain 2926STDY5723459,1773
Mycobacterium tuberculosis strain 2926STDY5723462,1773
Mycobacterium tuberculosis strain 2926STDY5723463,1773
Mycobacterium tuberculosis strain 2926STDY5723465,1773
Mycobacterium tuberculosis strain 2926STDY5723464,1773
Mycobacterium tuberculosis strain 2926STDY5723466,1773
Mycobacterium tuberculosis strain 2926STDY5723467,1773
